Record Length,2.500000e+03,,  -2.720000000000,   0.03200,
Sample Interval,4.000000e-03,,  -2.716000000000,   0.03600,
Trigger Point,6.800000000000e+02,,  -2.712000000000,   0.03600,
,,,  -2.708000000000,   0.03600,
,,,  -2.704000000000,   0.03200,
,,,  -2.700000000000,   0.03600,
Source,CH2,,  -2.696000000000,   0.03600,
Vertical Units,V,,  -2.692000000000,   0.03200,
Vertical Scale,1.000000e-01,,  -2.688000000000,   0.03600,
Vertical Offset,1.000000e-01,,  -2.684000000000,   0.03200,
Horizontal Units,s,,  -2.680000000000,   0.03200,
Horizontal Scale,1.000000e+00,,  -2.676000000000,   0.03600,
Pt Fmt,Y,,  -2.672000000000,   0.03200,
Yzero,0.000000e+00,,  -2.668000000000,   0.03200,
Probe Atten,1.000000e+00,,  -2.664000000000,   0.03600,
Model Number,TDS2012C,,  -2.660000000000,   0.03200,
Serial Number,C018359,,  -2.656000000000,   0.03200,
Firmware Version,FV:v24.17,,  -2.652000000000,   0.03200,
,,,-02.648000000000,   0.03200,
,,,-02.644000000000,   0.03200,
,,,-02.640000000000,   0.02800,
,,,-02.636000000000,   0.02800,
,,,-02.632000000000,   0.02000,
,,,-02.628000000000,   0.01600,
,,,-02.624000000000,   0.00400,
,,,-02.620000000000,  -0.00400,
,,,-02.616000000000,  -0.01200,
,,,-02.612000000000,  -0.02400,
,,,-02.608000000000,  -0.03200,
,,,-02.604000000000,  -0.03600,
,,,-02.600000000000,  -0.03600,
,,,-02.596000000000,  -0.03600,
,,,-02.592000000000,  -0.03200,
,,,-02.588000000000,  -0.02800,
,,,-02.584000000000,  -0.02000,
,,,-02.580000000000,  -0.01600,
,,,-02.576000000000,  -0.00800,
,,,-02.572000000000,  -0.00400,
,,,-02.568000000000,   0.00400,
,,,-02.564000000000,   0.00800,
,,,-02.560000000000,   0.01600,
,,,-02.556000000000,   0.02000,
,,,-02.552000000000,   0.02400,
,,,-02.548000000000,   0.02800,
,,,-02.544000000000,   0.02800,
,,,-02.540000000000,   0.03200,
,,,-02.536000000000,   0.03200,
,,,-02.532000000000,   0.03200,
,,,-02.528000000000,   0.03600,
,,,-02.524000000000,   0.03600,
,,,-02.520000000000,   0.03600,
,,,-02.516000000000,   0.03600,
,,,-02.512000000000,   0.03600,
,,,-02.508000000000,   0.03600,
,,,-02.504000000000,   0.04000,
,,,-02.500000000000,   0.03600,
,,,-02.496000000000,   0.03600,
,,,-02.492000000000,   0.03600,
,,,-02.488000000000,   0.03600,
,,,-02.484000000000,   0.03600,
,,,-02.480000000000,   0.03600,
,,,-02.476000000000,   0.03600,
,,,-02.472000000000,   0.03600,
,,,-02.468000000000,   0.03600,
,,,-02.464000000000,   0.03600,
,,,-02.460000000000,   0.03600,
,,,-02.456000000000,   0.03600,
,,,-02.452000000000,   0.03600,
,,,-02.448000000000,   0.03600,
,,,-02.444000000000,   0.03600,
,,,-02.440000000000,   0.03600,
,,,-02.436000000000,   0.03600,
,,,-02.432000000000,   0.04000,
,,,-02.428000000000,   0.03600,
,,,-02.424000000000,   0.03600,
,,,-02.420000000000,   0.03600,
,,,-02.416000000000,   0.03600,
,,,-02.412000000000,   0.04000,
,,,-02.408000000000,   0.03600,
,,,-02.404000000000,   0.03600,
,,,-02.400000000000,   0.03600,
,,,-02.396000000000,   0.04000,
,,,-02.392000000000,   0.03600,
,,,-02.388000000000,   0.03600,
,,,-02.384000000000,   0.04000,
,,,-02.380000000000,   0.03600,
,,,-02.376000000000,   0.03600,
,,,-02.372000000000,   0.03600,
,,,-02.368000000000,   0.03600,
,,,-02.364000000000,   0.03600,
,,,-02.360000000000,   0.04000,
,,,-02.356000000000,   0.04000,
,,,-02.352000000000,   0.03600,
,,,-02.348000000000,   0.03600,
,,,-02.344000000000,   0.03600,
,,,-02.340000000000,   0.03600,
,,,-02.336000000000,   0.03600,
,,,-02.332000000000,   0.03600,
,,,-02.328000000000,   0.03600,
,,,-02.324000000000,   0.03600,
,,,-02.320000000000,   0.03600,
,,,-02.316000000000,   0.03600,
,,,-02.312000000000,   0.03600,
